uri,issn,jname,atitle
http://vivo.ufl.edu/individual/n4054554456,0195-9131,Medicine & science in sports & exercise,Enhanced External Counterpulsation Improves Redox Balance and Endothelial Function in Patients With Refractory Angina
http://vivo.ufl.edu/individual/n7829836411,0942-5616,Mathematical Logic Quarterly,Applications of the Ergodic Iteration Theorem
http://vivo.ufl.edu/individual/n536094917,0003-9861,Archives of Biochemistry and Biophysics,Triuret as a potential hypokalemic agent: Structure characterization of triuret and triuret-alkali metal adducts by mass spectrometric techniques.
http://vivo.ufl.edu/individual/n292631210,1550-7998,Physical Review D,Precision Superpartner Spectroscopy in the Inclusive Same-Sign Dilepton Channel At the Lhc
http://vivo.ufl.edu/individual/n1377516427,0022-1031,Journal of Experimental Social Psychology,"The Big, the Bad, and the Boozed-Up: Weight Moderates the Effect of Alcohol On Aggression"
http://vivo.ufl.edu/individual/n6181446732,0018-5345,Hortscience,Rootstocks and the Performance and Economic Returns of `Hamlin' Sweet Orange Trees
http://vivo.ufl.edu/individual/n6342294778,1559-6109,Journal of the American Association for Laboratory Animal Science,Establishing a Breeding Colony of Rice Rats (Oryzomys Palustris): An Animal Model for Periodontal Disease
http://vivo.ufl.edu/individual/n815898395,0002-9637,The American journal of tropical medicine and hygiene,"Impact of Virus Dose, Extrinsic Incubation Temperature, and Incubation Period On Vector Competence of Culex Nigripalpus (Diptera: Culicidae) for West Nile Virus and St. Louis Encephalitis Virus"
http://vivo.ufl.edu/individual/n5561382075,0360-0025,Sex Roles,Addressing Gender and Cultural Diversity in Body Image: Objectification Theory as a Framework for Integrating Theories and Grounding Research
http://vivo.ufl.edu/individual/n3809116354,1353-8020,Parkinsonism & related disorders,Identification and Management of Deep Brain Stimulation Intra- and Postoperative Urgencies and Emergencies
http://vivo.ufl.edu/individual/n2104889423,0163-6804,IEEE Communications Magazine,"Intelligent Transportation Spaces: Vehicles, Traffic, Communications, and Beyond"
http://vivo.ufl.edu/individual/n2606407524,0947-7047,Ionics,Enhanced Long-Term Stability of Bismuth Oxide-Based Electrolytes for Operation At 500 a Degrees C
http://vivo.ufl.edu/individual/n5452612151,0022-2933,Journal of Natural History,"Taxonomic Study of the Tribe Oidaematophorini (Lepidoptera: Pterophoridae) From Korea, With Descriptions of the Two New Species"
http://vivo.ufl.edu/individual/n9105043520,0017-9078,Health Physics,"Impact On (141)Ce, (144)Ce, (95)Zr, and (90)Sr Beta Emitter Dose Coefficients of Photon and Electron Safs Calculated With Icrp/Icru Reference Adult Voxel Computational Phantoms"
http://vivo.ufl.edu/individual/n3759404184,0390-6078,Haematologica-the Hematology Journal,Anti-Cd22 Immunoconjugate Inotuzumab Ozogamicin (Cmc-544) + Rituximab: Clinical Activity in Patients With Relapsed/Refractory Follicular Or `Aggressive' Lymphoma
http://vivo.ufl.edu/individual/n5495991822,0168-9274,Applied Numerical Mathematics,Multiple Instance Learning Via Margin Maximization
http://vivo.ufl.edu/individual/n1787226595,0007-5027,Labmedicine,"Robert Hooke Physics, Architecture, Astronomy, Paleontology, Biology"
http://vivo.ufl.edu/individual/n6830283433,0743-8346,Journal of Perinatology,Monitoring Technologies in the Neonatal Intensive Care Unit: Implications for the Detection of Necrotizing Enterocolitis
http://vivo.ufl.edu/individual/n6830283433,0743-8346,Journal of Perinatology,Monitoring Technologies in the Neonatal Intensive Care Unit: Implications for the Detection of Necrotizing Enterocolitis
http://vivo.ufl.edu/individual/n4621405370,1060-0280,The Annals of pharmacotherapy,Saxagliptin: a New Dipeptidyl Peptidase 4 Inhibitor for Type 2 Diabetes
http://vivo.ufl.edu/individual/n2709525806,0362-028X,Journal of Food Protection,Natural-Light Labeling of Tomatoes Does Not Facilitate Growth Or Penetration of Salmonella Into the Fruit
http://vivo.ufl.edu/individual/n8535670264,0021-8979,Journal of Applied Physics,A Collective Dynamics Description of Dipolar Interactions and the Coercive Field of Magnetic Nanoparticles
http://vivo.ufl.edu/individual/n8544592864,0092-7872,Communications in Algebra,Low-Dimensional Complex Characters of the Symplectic and Orthogonal Groups
http://vivo.ufl.edu/individual/n1101246224,1368-5031,International Journal of Clinical Practice,The incidence of Hashimoto's disease in nodular goitre: the concordance in serological and cytological findings.
http://vivo.ufl.edu/individual/n3902090544,0195-668X,European Heart Journal,Long-Term Bleeding Events in Patients With Prolonged Dual Antiplatelet Therapy After Des Implantation
http://vivo.ufl.edu/individual/n5906541838,0031-949X,Phytopathology,Selection of Single Chain Variable Fragments (Scfv) Against Xylella Fastidiosa Subsp Pauca By Phage Display
http://vivo.ufl.edu/individual/n1573081769,0303-6987,Journal of Cutaneous Pathology,Comparison between PAS and GMS stains for the diagnosis of onychomycosis.
http://vivo.ufl.edu/individual/n7140670121,1526-5900,Journal of Pain,Evaluation of Nurses' Self-Insight Into Their Pain Assessment and Treatment Decisions
http://vivo.ufl.edu/individual/n2348000257,0025-5718,Mathematics of Computation,Multigrid in a Weighted Space Arising From Axisymmetric Electromagnetics
http://vivo.ufl.edu/individual/n923721810,0146-6623,Journal of Aquatic Plant Management ,Evaluation of Aerial Herbicide Application for Reduction of Woody Vegetation in a Floodplain Marsh
http://vivo.ufl.edu/individual/n7566997855,1387-3806,International Journal of Mass Spectrometry,Differentiation of Glucose-Containing Disaccharides By Infrared Multiple Photon Dissociation With a Tunable Co(2) Laser and Fourier Transform Ion Cyclotron Resonance Mass Spectrometry
http://vivo.ufl.edu/individual/n1043035558,0892-1997,Journal of Voice,Noise and tremor in the perception of vocal aging in males.
http://vivo.ufl.edu/individual/n4944717895,0022-278X,Journal of Modern African Studies,What Accountability Pressures Do Mps in Africa Face and How Do They Respond? Evidence From Ghana
http://vivo.ufl.edu/individual/n4278136386,0277-2116,The Journal of Pediatric Gastroenterology and Nutrition,Antibodies To Cbir1 Are Associated With Glycogen Storage Disease Type Ib
http://vivo.ufl.edu/individual/n4958401824,1049-9644,Biological Control,Characterizing the Host Specificity of Ischnodemus Variegatus (Signoret) (Hemiptera: Blissidae) On Two Congeneric Grass Species
http://vivo.ufl.edu/individual/n9660363719,1017-0405,Statistica Sinica,Ancillary Statistics: a Review
http://vivo.ufl.edu/individual/n2134512049,0022-2801,Journal of Modern History,"The Hitler Government, Vol 5"
http://vivo.ufl.edu/individual/n4062745716,0142-694X,Design Studies,Developmental Trajectories in Design Thinking: An Examination of Criteria
http://vivo.ufl.edu/individual/n3363409824,0022-3476,The journal of pediatrics,Intestinal Microbial Ecology in Premature Infants Assessed With Non-Culture-Based Techniques
http://vivo.ufl.edu/individual/n2874744855,1347-9032,Cancer Science,Microrna-10B Regulates Tumorigenesis in Neurofibromatosis Type 1
http://vivo.ufl.edu/individual/n3220108642,1996-1944,Materials,Current and Emerging Detoxification Therapies for Critical Care
http://vivo.ufl.edu/individual/n3546188610,1948-7185,Journal of Physical Chemistry Letters,Unidirectional Energy Transfer in Conjugated Molecules: the Crucial Role of High-Frequency C C Bonds
http://vivo.ufl.edu/individual/n2444703964,1932-6203,PLoS One,A Model for Transgenerational Imprinting Variation in Complex Traits
http://vivo.ufl.edu/individual/n4862107828,0004-637X,Astrophysical Journal,High Dust Depletion in Two Intervening Quasar Absorption Line Systems With the 2175 Angstrom Extinction Bump At Z Similar To 1.4
http://vivo.ufl.edu/individual/n7935292866,0360-3016,International Journal of Radiation Oncology * Biology * Physics,Quality Assessment of Frameless Fractionated Stereotactic Radiotherapy Using Cone Beam Computed Tomography
http://vivo.ufl.edu/individual/n659695014,0028-3908,Neuropharmacology,Mglur-Mediated and Endocannabinoid-Dependent Long-Term Depression in the Hilar Region of the Rat Dentate Gyrus
http://vivo.ufl.edu/individual/n8167773802,1042-3699,Oral and Maxillofacial Surgery Clinics of North America,Technology in Microvascular Surgery
http://vivo.ufl.edu/individual/n3464017865,0034-4338,Renaissance Quarterly,Chiastic Designs in English Literature From Sidney To Shakespeare
http://vivo.ufl.edu/individual/n429884961,0065-7778,Transactions of the American Clinical and Climatological Association,Tnk1/Kos1: a novel tumor suppressor.
http://vivo.ufl.edu/individual/n5152917695,0148-396X,Neurosurgery,Clipping Versus Coiling for Ruptured Intracranial Aneurysms: Integrated Medical Learning At Cns 2007
http://vivo.ufl.edu/individual/n563185886,1570-9639,Biochimica Et Biophysica Acta-Proteins and Proteomics,Enzymatic Catalysis With Rapid Turnover-Carbonic Anhydrase and Superoxide Dismutase Preface
http://vivo.ufl.edu/individual/n8289332385,0924-9338,European Psychiatry,The Serotonin Transporter Gene Polymorphism (5-Httlpr) and Affective Symptoms Among Women Diagnosed With Borderline Personality Disorder
http://vivo.ufl.edu/individual/n3382675729,0025-6196,Mayo Clinic Proceedings,Changes in the Visiting Medical Student Clerkship Program At Mayo Clinic
http://vivo.ufl.edu/individual/n5442975169,0027-8424,Proceedings of the National Academy of Sciences of the United States of America,Newborn Infants Learn During Sleep
http://vivo.ufl.edu/individual/n533829642,0043-1354,Water Research,Estimating the toxicities of organic chemicals in activated sludge process.
http://vivo.ufl.edu/individual/n7822952352,0272-9490,The American Journal of Occupational Therapy,Validity and Critical Driving Errors of On-Road Assessment for Older Drivers
http://vivo.ufl.edu/individual/n7849862837,1126-6708,Journal of High Energy Physics,The Blg Theory in Light-Cone Superspace
http://vivo.ufl.edu/individual/n7825718047,0378-4320,Animal Reproduction Science,Luteal Function Induced By Transvaginal Ultrasonic-Guided Follicular Aspiration in Mares
http://vivo.ufl.edu/individual/n1718676935,0161-3499,Veterinary Surgery,Comparison of 5 surgical techniques for partial liver lobectomy in the dog for intraoperative blood loss and surgical time.
http://vivo.ufl.edu/individual/n1091660088,0169-7722,Journal of Contaminant Hydrology,On-Line Groundwater Velocity Probe: Laboratory Testing and Field Evaluation
http://vivo.ufl.edu/individual/n5884706872,0018-9286,IEEE Transactions On Automatic Control,Composite Adaptation for Neural Network-Based Controllers
http://vivo.ufl.edu/individual/n986676117,1520-7552,Diabetes-Metabolism Research and Reviews,Regulation of high-density lipoprotein by inflammatory cytokines: establishing links between immune dysfunction and cardiovascular disease.
http://vivo.ufl.edu/individual/n1015387010,1687-6121,Gastroenterology Research and Practice,The Utility of Repeat Endoscopic Ultrasound-Guided Fine Needle Aspiration for Suspected Pancreatic Cancer
http://vivo.ufl.edu/individual/n3986207680,0022-4006,Journal of Public Health Dentistry,Influences of Adult-Onset Diabetes On Orofacial Pain and Related Health Behaviors
http://vivo.ufl.edu/individual/n6416265540,0706-0661,Canadian Journal of Plant Pathology,The Influence of Rainfall Intensity and Soybean Plant Row Spacing On the Vertical Distribution of Wet Deposited Phakopsora Pachyrhizi Urediniospores
http://vivo.ufl.edu/individual/n1121232477,0002-7863,Journal of the American Chemical Society,Inducing Single-Molecule Magnetism in a Family of Loop-Of-Loops Aggregates: Heterometallic Mn(40)Na(4) Clusters and the Homometallic Mn(44) Analogue
http://vivo.ufl.edu/individual/n3341277393,0022-0345,Journal of Dental Research,Fluoride and Chlorhexidine Release From Filled Resins
http://vivo.ufl.edu/individual/n4621365512,0109-5641,Dental Materials,Effect of Curing Protocol On the Polymerization of Dual-Cured Resin Cements
http://vivo.ufl.edu/individual/n4159140569,0003-4975,The annals of thoracic surgery,The Florida Sleeve Repair: Letter 2 Reply
http://vivo.ufl.edu/individual/n7200464960,1081-3004,Journal of Adolescent and Adult Literacy,Disciplinary Literacies Across Content Areas: Supporting Secondary Reading Through Functional Language Analysis
http://vivo.ufl.edu/individual/n504079904,0147-2593,Lion and the Unicorn,The Japanification of Children's Popular Culture: From Godzilla To Miyazaki
http://vivo.ufl.edu/individual/n2095313084,1526-5900,Journal of Pain,Central Sensitization in the Trigeminal Nucleus Caudalis Produced By a Conjugate of Substance P and the a Subunit of Cholera Toxin
http://vivo.ufl.edu/individual/n5231192116,0022-1120,Journal of Fluid Mechanics,Interfacial Instability Due To Evaporation and Convection: Linear and Nonlinear Analyses
http://vivo.ufl.edu/individual/n9763002665,1071-1023,Journal of Vacuum Science and Technology B,Effect of Neutron Irradiation On Electrical and Optical Properties of Ingan/Gan Light-Emitting Diodes
http://vivo.ufl.edu/individual/n5263004642,0022-4804,The Journal of surgical research,"Postoperative Hypoxemia: Common, Undetected, and Unsuspected After Bariatric Surgery"
http://vivo.ufl.edu/individual/n4061283055,0892-1997,Journal of Voice,A Computational Model To Predict Changes in Breathiness Resulting From Variations in Aspiration Noise Level
http://vivo.ufl.edu/individual/n9943422876,1463-5003,Ocean Modelling,"Simulation of Storm Surge, Wave, and Coastal Inundation in the Northeastern Gulf of Mexico Region During Hurricane Ivan in 2004"
http://vivo.ufl.edu/individual/n9943422876,1463-5003,Ocean Modelling,"Simulation of Storm Surge, Wave, and Coastal Inundation in the Northeastern Gulf of Mexico Region During Hurricane Ivan in 2004"
http://vivo.ufl.edu/individual/n9823266662,0167-4943,Archives of Gerontology and Geriatrics,"Measuring Balance, Lower Extremity Strength and Gait in the Elderly: Construct Validation of An Instrument"
